"","RunningID","IUID","ScenStart","ScenFut","Endemicity"
"4375",4375,"ZWE52929","Rest","65A.xDA","Not reported"
"4376",4376,"ZWE52915","Rest","65A.IDA","Not reported"
"4377",4377,"MOZ33231","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"4378",4378,"MWI28958","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"4379",4379,"MOZ33243","IA","65A.xIA","Endemic (MDA not delivered)"
"4381",4381,"MWI28946","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"4382",4382,"MOZ33171","IA","65A.xIA","Endemic (under MDA)"
"4383",4383,"MDG27891","Rest","65A.IDA","Endemic (MDA not delivered)"
"4385",4385,"ZMB50891","Rest","65A.xDA","Endemic (MDA not delivered)"
"4386",4386,"ZMB50881","Rest","65A.xDA","Endemic (under MDA)"
"4388",4388,"MOZ33232","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"4389",4389,"MDG27929","Rest","65A.IDA","Endemic (MDA not delivered)"
"4390",4390,"MOZ33248","IA","65A.xIA","Endemic (MDA not delivered)"
"4392",4392,"MOZ33246","IA","65A.xIA","Endemic (MDA not delivered)"
"4393",4393,"MDG27851","IA","65A.xDA","Endemic (MDA not delivered)"
"4394",4394,"MOZ33184","IA","65A.xIA","Endemic (under MDA)"
"4395",4395,"MDG27890","IA","65A.xDA","Endemic (MDA not delivered)"
"4396",4396,"ZMB53177","Rest","65A.xDA","Endemic (MDA not delivered)"
"4398",4398,"ZWE52912","Rest","65A.IDA","Not reported"
"4399",4399,"MWI28970","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"4400",4400,"MDG27892","Rest","65A.IDA","Endemic (MDA not delivered)"
"4402",4402,"MOZ33225","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"4403",4403,"MOZ33228","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"4404",4404,"ZMB50883","Rest","65A.xDA","Endemic (under MDA)"
"4405",4405,"MOZ33255","IA","65A.xIA","Endemic (MDA not delivered)"
"4406",4406,"MOZ33259","IA","65A.xIA","Endemic (MDA not delivered)"
"4407",4407,"MDG27887","IA","65A.xDA","Endemic (MDA not delivered)"
"4408",4408,"ZWE52916","Rest","65A.IDA","Not reported"
"4409",4409,"ZMB50878","Rest","65A.xDA","Endemic (under MDA)"
"4410",4410,"ZMB50874","Rest","65A.xDA","Endemic (under MDA)"
"4411",4411,"MDG27913","Rest","65A.IDA","Endemic (MDA not delivered)"
"4412",4412,"ZMB53196","Rest","65A.xDA","Endemic (MDA not delivered)"
"4413",4413,"MDG27835","IA","65A.xDA","Endemic (MDA not delivered)"
"4415",4415,"ZMB50877","Rest","65A.xDA","Endemic (under MDA)"
"4416",4416,"ZWE52932","Rest","65A.xDA","Not reported"
"4417",4417,"ZWE52913","Rest","65A.IDA","Not reported"
"4418",4418,"MOZ33229","IA","65A.xIA","Endemic (under MDA)"
"4419",4419,"MDG27854","IA","65A.xDA","Endemic (under MDA)"
"4420",4420,"MWI28964","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"4421",4421,"MOZ33249","IA","65A.xIA","Endemic (MDA not delivered)"
"4422",4422,"MDG27886","IA","65A.xDA","Endemic (MDA not delivered)"
"4423",4423,"ZMB50890","Rest","65A.xDA","Endemic (MDA not delivered)"
"4424",4424,"MOZ33254","IA","65A.xIA","Endemic (MDA not delivered)"
"4425",4425,"MOZ33176","IA","65A.xIA","Endemic (under MDA)"
"4426",4426,"ZMB50875","Rest","65A.xDA","Endemic (under MDA)"
"4427",4427,"ZWE52931","Rest","65A.IDA","Not reported"
"4428",4428,"MOZ33153","IA","65A.xIA","Endemic (under MDA)"
"4429",4429,"ZMB53186","Rest","65A.xDA","Endemic (under MDA)"
"4430",4430,"ZWE52917","Rest","65A.IDA","Not reported"
"4432",4432,"MOZ33250","IA","65A.xIA","Endemic (MDA not delivered)"
"4433",4433,"MDG27885","Rest","65A.xDA","Endemic (MDA not delivered)"
"4435",4435,"MOZ33240","IA","65A.xIA","Endemic (MDA not delivered)"
"4436",4436,"MOZ33160","IA","65A.xIA","Endemic (under MDA)"
"4437",4437,"ZMB53192","Rest","65A.xDA","Endemic (MDA not delivered)"
"4438",4438,"ZWE52927","Rest","65A.xDA","Not reported"
"4439",4439,"ZWE52923","Rest","65A.xDA","Not reported"
"4440",4440,"MDG27853","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"4442",4442,"ZWE52933","Rest","65A.IDA","Not reported"
"4443",4443,"ZWE52914","Rest","65A.IDA","Not reported"
"4444",4444,"MOZ33235","IA","65A.xIA","Endemic (under MDA)"
"4445",4445,"ZWE52911","Rest","65A.IDA","Not reported"
"4446",4446,"ZWE52918","Rest","65A.IDA","Not reported"
"4447",4447,"MOZ33212","IA","65A.xIA","Endemic (under MDA)"
"4448",4448,"ZMB50884","Rest","65A.xDA","Endemic (under MDA)"
"4449",4449,"MDG27850","IA","65A.xDA","Endemic (MDA not delivered)"
"4450",4450,"MDG27914","Rest","65A.IDA","Endemic (MDA not delivered)"
"4451",4451,"MDG27884","IA","65A.xDA","Endemic (MDA not delivered)"
"4453",4453,"MDG27834","IA","65A.xDA","Endemic (MDA not delivered)"
"4454",4454,"ZWE52948","Rest","65A.IDA","Not reported"
"4455",4455,"ZWE52925","Rest","65A.xDA","Not reported"
"4456",4456,"MOZ33247","IA","65A.xIA","Endemic (MDA not delivered)"
"4457",4457,"MDG27855","IA","65A.xDA","Endemic (MDA not delivered)"
"4458",4458,"ZWE52956","Rest","65A.xDA","Not reported"
"4459",4459,"MOZ33258","IA","65A.xIA","Endemic (MDA not delivered)"
"4460",4460,"MOZ33256","IA","65A.xIA","Endemic (MDA not delivered)"
"4461",4461,"MOZ33219","IA","65A.xIA","Endemic (under MDA)"
"4462",4462,"ZWE52910","Rest","65A.IDA","Not reported"
"4463",4463,"MOZ33150","IA","65A.xIA","Endemic (under MDA)"
"4464",4464,"ZMB53187","Rest","65A.xDA","Endemic (under MDA)"
"4465",4465,"MOZ33156","IA","65A.xIA","Endemic (under MDA)"
"4466",4466,"MOZ33211","IA","65A.xIA","Endemic (under MDA)"
"4467",4467,"MDG27911","Rest","65A.IDA","Endemic (MDA not delivered)"
"4468",4468,"MDG27833","IA","65A.xDA","Endemic (MDA not delivered)"
"4469",4469,"ZWE52924","Rest","65A.IDA","Not reported"
"4470",4470,"MDG27915","Rest","65A.IDA","Endemic (MDA not delivered)"
"4472",4472,"ZWE52920","Rest","65A.IDA","Not reported"
"4473",4473,"MOZ33253","IA","65A.xIA","Endemic (MDA not delivered)"
"4474",4474,"MDG27882","IA","65A.xDA","Endemic (MDA not delivered)"
"4476",4476,"ZWE52930","Rest","65A.xDA","Not reported"
"4477",4477,"ZMB50879","Rest","65A.xDA","Endemic (under MDA)"
"4478",4478,"ZWE52907","Rest","65A.IDA","Not reported"
"4479",4479,"ZWE52957","Rest","65A.IDA","Not reported"
"4480",4480,"ZWE52903","Rest","65A.IDA","Not reported"
"4481",4481,"MDG27845","Rest","65A.IDA","Endemic (MDA not delivered)"
"4482",4482,"MDG27893","Rest","65A.IDA","Endemic (MDA not delivered)"
"4483",4483,"MDG27844","Rest","65A.IDA","Endemic (MDA not delivered)"
"4484",4484,"ZWE52950","Rest","65A.IDA","Not reported"
"4485",4485,"ZWE52928","Rest","65A.IDA","Not reported"
"4486",4486,"MOZ33239","IA","65A.xIA","Endemic (MDA not delivered)"
"4488",4488,"MOZ33220","IA","65A.xIA","Endemic (under MDA)"
"4489",4489,"ZWE52926","Rest","65A.IDA","Not reported"
"4490",4490,"ZWE52922","Rest","65A.IDA","Not reported"
"4491",4491,"MOZ33213","IA","65A.xIA","Endemic (under MDA)"
"4492",4492,"MOZ33244","IA","65A.xIA","Endemic (MDA not delivered)"
"4494",4494,"MDG27881","IA","65A.xDA","Endemic (MDA not delivered)"
"4495",4495,"MOZ33238","IA","65A.xIA","Endemic (MDA not delivered)"
"4496",4496,"MOZ33245","IA","65A.xIA","Endemic (MDA not delivered)"
"4497",4497,"MDG27837","Rest","65A.IDA","Endemic (MDA not delivered)"
"4498",4498,"MDG27878","IA","65A.xDA","Endemic (MDA not delivered)"
"4499",4499,"MOZ33217","IA","65A.xIA","Endemic (under MDA)"
"4500",4500,"MDG27912","Rest","65A.IDA","Endemic (MDA not delivered)"
"4501",4501,"ZWE52909","Rest","65A.IDA","Not reported"
"4502",4502,"MDG27919","Rest","65A.IDA","Endemic (MDA not delivered)"
"4503",4503,"MDG27894","Rest","65A.IDA","Endemic (MDA not delivered)"
"4504",4504,"ZWE52959","Rest","65A.IDA","Not reported"
"4505",4505,"ZWE52951","Rest","65A.xDA","Not reported"
"4507",4507,"ZWE52919","Rest","65A.xDA","Not reported"
"4508",4508,"ZWE52921","Rest","65A.xDA","Not reported"
"4509",4509,"MDG27842","Rest","65A.IDA","Endemic (MDA not delivered)"
"4511",4511,"ZWE52952","Rest","65A.IDA","Not reported"
"4514",4514,"MOZ33221","IA","65A.xIA","Endemic (under MDA)"
"4515",4515,"MDG27909","Rest","65A.IDA","Endemic (MDA not delivered)"
"4516",4516,"ZWE52908","Rest","65A.IDA","Not reported"
"4517",4517,"MDG27908","Rest","65A.IDA","Endemic (MDA not delivered)"
"4518",4518,"MDG27847","Rest","65A.IDA","Endemic (MDA not delivered)"
"4519",4519,"ZWE52955","Rest","65A.IDA","Not reported"
"4520",4520,"MDG27846","Rest","65A.IDA","Endemic (MDA not delivered)"
"4521",4521,"MOZ33222","IA","65A.xIA","Endemic (under MDA)"
"4522",4522,"ZWE52904","Rest","65A.IDA","Not reported"
"4523",4523,"MDG27910","Rest","65A.IDA","Endemic (MDA not delivered)"
"4524",4524,"MDG27883","IA","65A.xDA","Endemic (MDA not delivered)"
"4525",4525,"ZWE52953","Rest","65A.IDA","Not reported"
"4526",4526,"ZWE52958","Rest","65A.IDA","Not reported"
"4527",4527,"ZWE52937","Rest","65A.IDA","Not reported"
"4528",4528,"MOZ33159","IA","65A.xIA","Endemic (under MDA)"
"4529",4529,"MDG27932","Rest","65A.IDA","Endemic (MDA not delivered)"
"4530",4530,"MDG27843","Rest","65A.IDA","Endemic (MDA not delivered)"
"4531",4531,"ZWE52949","Rest","65A.xDA","Not reported"
"4533",4533,"MOZ33216","IA","65A.xIA","Endemic (under MDA)"
"4534",4534,"MDG27916","Rest","65A.IDA","Endemic (MDA not delivered)"
"4535",4535,"MDG27836","IA","65A.xDA","Endemic (MDA not delivered)"
"4537",4537,"MDG27877","IA","65A.xDA","Endemic (MDA not delivered)"
"4538",4538,"ZWE52954","Rest","65A.IDA","Not reported"
"4539",4539,"ZWE52905","Rest","65A.IDA","Not reported"
"4542",4542,"ZWE52961","Rest","65A.IDA","Not reported"
"4543",4543,"ZWE52944","Rest","65A.IDA","Not reported"
"4546",4546,"MOZ33214","IA","65A.xIA","Endemic (under MDA)"
"4548",4548,"MOZ33215","IA","65A.xIA","Endemic (under MDA)"
"4549",4549,"MDG27879","IA","65A.xDA","Endemic (MDA not delivered)"
"4550",4550,"ZWE52938","Rest","65A.IDA","Not reported"
"4551",4551,"MDG27880","IA","65A.xDA","Endemic (MDA not delivered)"
"4552",4552,"ZWE52942","Rest","65A.IDA","Not reported"
"4554",4554,"ZWE52934","Rest","65A.xDA","Not reported"
"4555",4555,"ZWE52906","Rest","65A.IDA","Not reported"
"4556",4556,"MDG27838","IA","65A.xDA","Endemic (MDA not delivered)"
"4557",4557,"ZWE52962","Rest","65A.xDA","Not reported"
"4558",4558,"MDG27920","Rest","65A.IDA","Endemic (MDA not delivered)"
"4559",4559,"ZWE52947","Rest","65A.IDA","Not reported"
"4560",4560,"ZWE52936","Rest","65A.IDA","Not reported"
"4561",4561,"ZWE52902","Rest","65A.IDA","Not reported"
"4562",4562,"ZWE52940","Rest","65A.xDA","Not reported"
"4564",4564,"MDG27917","Rest","65A.IDA","Endemic (MDA not delivered)"
"4565",4565,"MDG27840","IA","65A.xDA","Endemic (under MDA)"
"4566",4566,"MDG27839","IA","65A.xDA","Endemic (MDA not delivered)"
"4567",4567,"ZWE52946","Rest","65A.IDA","Not reported"
"4568",4568,"MDG27942","IA","65A.xDA","Endemic (MDA not delivered)"
"4570",4570,"ZWE52960","Rest","65A.xDA","Not reported"
"4571",4571,"ZWE52935","Rest","65A.IDA","Not reported"
"4573",4573,"ZWE52945","Rest","65A.IDA","Not reported"
"4574",4574,"MDG27938","IA","65A.xDA","Endemic (MDA not delivered)"
"4575",4575,"MOZ33218","IA","65A.xIA","Endemic (under MDA)"
"4576",4576,"ZWE52943","Rest","65A.xDA","Not reported"
"4577",4577,"ZWE52939","Rest","65A.IDA","Not reported"
"4578",4578,"MDG27904","IA","65A.xDA","Endemic (MDA not delivered)"
"4579",4579,"MDG27941","IA","65A.xDA","Endemic (under post-intervention surveillance)"
"4580",4580,"MDG27901","Rest","65A.xDA","Endemic (MDA not delivered)"
"4581",4581,"MDG27918","Rest","65A.IDA","Endemic (MDA not delivered)"
"4582",4582,"MDG27866","Rest","65A.IDA","Endemic (MDA not delivered)"
"4584",4584,"MOZ33137","IA","65A.xIA","Endemic (under MDA)"
"4586",4586,"ZWE52941","Rest","65A.IDA","Not reported"
"4588",4588,"MOZ33143","IA","65A.xIA","Endemic (under MDA)"
"4589",4589,"MDG27868","Rest","65A.IDA","Endemic (MDA not delivered)"
"4590",4590,"MOZ33141","IA","65A.xIA","Endemic (under MDA)"
"4591",4591,"MDG27902","Rest","65A.xDA","Endemic (MDA not delivered)"
"4592",4592,"MDG27939","IA","65A.xDA","Endemic (MDA not delivered)"
"4594",4594,"MDG27900","IA","65A.xDA","Endemic (MDA not delivered)"
"4595",4595,"MDG27940","IA","65A.xDA","Endemic (under post-intervention surveillance)"
"4596",4596,"MDG27906","IA","65A.xDA","Endemic (MDA not delivered)"
"4597",4597,"MDG27864","Rest","65A.IDA","Endemic (MDA not delivered)"
"4598",4598,"MOZ33148","IA","65A.xIA","Endemic (under MDA)"
"4599",4599,"MOZ33125","IA","65A.xIA","Endemic (under MDA)"
"4602",4602,"MDG27907","Rest","65A.xDA","Endemic (MDA not delivered)"
"4603",4603,"MDG27876","IA","65A.xDA","Endemic (under MDA)"
"4605",4605,"MDG27943","IA","65A.xDA","Endemic (under post-intervention surveillance)"
"4606",4606,"MOZ33144","IA","65A.xIA","Endemic (under MDA)"
"4607",4607,"MDG27871","Rest","65A.IDA","Endemic (MDA not delivered)"
"4608",4608,"MDG27869","Rest","65A.IDA","Endemic (MDA not delivered)"
"4609",4609,"MDG27873","IA","65A.xDA","Endemic (under MDA)"
"4611",4611,"MDG27861","IA","65A.xDA","Endemic (under MDA)"
"4612",4612,"MDG27905","Rest","65A.xDA","Endemic (MDA not delivered)"
"4613",4613,"MDG27874","IA","65A.xDA","Endemic (under MDA)"
"4614",4614,"MDG27875","IA","65A.xDA","Endemic (under MDA)"
"4615",4615,"MOZ33130","IA","65A.xIA","Endemic (under MDA)"
"4616",4616,"MOZ33146","IA","65A.xIA","Endemic (under MDA)"
"4617",4617,"MDG27865","Rest","65A.IDA","Endemic (MDA not delivered)"
"4618",4618,"MDG27870","Rest","65A.IDA","Endemic (MDA not delivered)"
"4619",4619,"MDG27867","Rest","65A.IDA","Endemic (MDA not delivered)"
"4622",4622,"MOZ33138","IA","65A.xIA","Endemic (under MDA)"
"4623",4623,"MDG27872","IA","65A.xDA","Endemic (under MDA)"
"4626",4626,"MOZ33145","IA","65A.xIA","Endemic (under MDA)"
"4627",4627,"MOZ33139","IA","65A.xIA","Endemic (under MDA)"
"4629",4629,"MDG27860","Rest","65A.IDA","Endemic (MDA not delivered)"
"4630",4630,"MOZ33142","IA","65A.xIA","Endemic (under MDA)"
"4631",4631,"MDG27863","Rest","65A.IDA","Endemic (MDA not delivered)"
"4632",4632,"MDG27862","IA","65A.xDA","Endemic (under MDA)"
"4636",4636,"MDG27856","Rest","65A.xDA","Endemic (MDA not delivered)"
"4639",4639,"MDG27858","Rest","65A.xDA","Endemic (under MDA)"
"4642",4642,"MOZ33135","IA","65A.xIA","Not reported"
"4645",4645,"MDG27859","Rest","65A.xDA","Endemic (under MDA)"
